,original_id,sequence_length
12276fc5ef9ae50bf884e6f13914a8d8,SMED3_DN28168_c0_g1_i24.p1,379
e64fbaf01c8102d88d9b5f2bf051878f,SMED3_DN63451_c0_g1_i1.p1,379
c504c4bb2bf95da9362570a1c8adb03c,SMED3_DN386_c0_g1_i13.p1,379
e91c147f0ea10a2e4d8ab87689b03491,SMED3_DN19294_c0_g2_i2.p1,379
ed159fb4a45f92a55165a42c27c3134f,SMED3_DN13688_c0_g1_i23.p1,379
de771107bb7e961dc084f3cf1b2ceacd,SMED3_DN118262_c0_g1_i1.p1,379
26ecc7c1c7dbcfa227d5076ece50a66f,SMED3_DN34336_c0_g1_i1.p1,379
173133b140bbe1126e1cccb863b46570,SMED3_DN2671_c0_g1_i1.p1,379
d50cbef7162316a2a48ca9a33f106a7e,SMED3_DN133282_c0_g1_i1.p1,379
f857f3ba14a276500fdde7e7ea68d416,SMED3_DN4148_c0_g1_i5.p1,379
b4fb1504df0fd0f8db28ae49f4bf453c,SMED3_DN19982_c0_g1_i2.p1,379
c6bf963f765a4def8449b41773ca0ebd,SMED3_DN10417_c0_g2_i1.p1,379
7aac5e15a519eac7a3330eefbde010b9,SMED3_DN83553_c0_g1_i1.p1,379
068694e7f20274e0901ee9114ce156e8,SMED3_DN5263_c0_g1_i13.p1,379
796b37636ec68a97c0e8c9a9b0c40d03,SMED3_DN49100_c0_g1_i1.p1,379
8aeabed0d6448f0e6d9fe28b72a51e7c,SMED3_DN1649_c0_g1_i16.p1,379
e2ee17f4d57fc6b8d69c1c555bb9d643,SMED3_DN24035_c0_g2_i1.p1,379
e5d25c4a1b3ae9e3586fcecc0f1f32d9,SMED3_DN2274_c0_g1_i2.p1,379
7f71feeef9d1aa4624d3811354708207,SMED3_DN62993_c0_g1_i1.p1,379
3edbd0c9e35162463f68c418b7e78891,SMED3_DN5417_c0_g1_i1.p1,379
561c80c0d4131b57eea725e10f30b0d8,SMED3_DN10911_c0_g1_i6.p1,379
b043ceca868fef3f43d8ddf3b086b49f,SMED3_DN65_c0_g2_i1.p1,379
5364ca5140b5f142bb68587f9c1775c8,SMED3_DN106230_c0_g1_i1.p1,379
4988057a38d8b858955dac3cdc00273d,SMED3_DN6942_c0_g1_i76.p1,379
99bcaef2a60e8e5b0705a2db600d444c,SMED3_DN31772_c0_g2_i2.p1,379
8337f386b66598375759d56028c22f1a,SMED3_DN9457_c0_g1_i1.p1,378
37ab277d466d8fa1ffc7890ac757afc4,SMED3_DN9803_c0_g1_i4.p1,378
10a8916675605e5bfe89c228622ee799,SMED3_DN134636_c0_g1_i1.p1,378
c8f207891433460883218e9bd6fd67a7,SMED3_DN107605_c0_g1_i1.p1,378
b38870fc096153be087f4667b5b6c9a9,SMED3_DN10957_c0_g1_i1.p1,378
76b20b0b6d493cc7c807cdaa66caeed4,SMED3_DN4179_c0_g1_i3.p1,378
427d26180d7e71d7874a3eb0f457f9b2,SMED3_DN23485_c0_g1_i1.p1,378
2115b32981106c10920716e01fd5f0ea,SMED3_DN104981_c0_g1_i2.p1,378
052be09be1a5d7463df3255e932ac639,SMED3_DN26009_c0_g1_i3.p1,378
15fb97bfb7497709ac62c0d3085ede98,SMED3_DN1807_c0_g1_i2.p1,378
78f4215684bf2548cfb6d18147fafe31,SMED3_DN4414_c3_g2_i6.p1,378
58c16e5ac16cf9cd525cb15d1b7fc9f9,SMED3_DN3802_c0_g1_i3.p1,378
dc5fc4edf4f6472568b9b494bcc8b868,SMED3_DN9365_c0_g2_i1.p1,378
cdffd3ca301433e97741b9acc8486917,SMED3_DN14645_c0_g2_i2.p1,378
c38afc58e1bffb56902108360c694b3d,SMED3_DN2862_c0_g2_i1.p1,378
1b648b19c19ffa918114bfcc3a78bfd3,SMED3_DN76783_c0_g1_i2.p1,378
31dcf49b96004febd51ee646e45cec04,SMED3_DN25_c0_g1_i5.p1,378
d1d9f28d05b17040115e5e8d841f200b,SMED3_DN118981_c0_g1_i1.p1,378
7fab81fc88112e6dc11ab14f360da0cc,SMED3_DN6068_c0_g1_i2.p1,378
c938f63c64a54ed601ffdcf60555e22d,SMED3_DN1300_c0_g4_i1.p1,378
f97219fd302515f6a62b5666f8a9ab52,SMED3_DN139503_c0_g1_i1.p1,378
6139a32d0151b88d1e34f3f67608d1e8,SMED3_DN4311_c0_g1_i1.p1,378
7f7e4e290e1d3b2ee77e17d695f80215,SMED3_DN28547_c0_g1_i1.p1,378
cdba716b33097359b9ec6ef031f99c47,SMED3_DN20767_c0_g1_i1.p1,378
a0bbe483708a0664763a18bacea43b50,SMED3_DN28735_c0_g1_i10.p1,377
c04d6660512fd4217ac6bcd268b4d015,SMED3_DN30960_c0_g1_i1.p1,377
4b0f1cda7406dbd57971239f030cb5f8,SMED3_DN61926_c0_g1_i1.p1,377
16284e88f9f8ef0d9f26a2f9f4089bff,SMED3_DN3814_c0_g1_i1.p1,377
85a283622087dff7a784f739fa7e8c62,SMED3_DN655_c0_g1_i2.p1,377
73b8b37350f1a43eaeca29cdc0f796b3,SMED3_DN14766_c0_g3_i1.p1,377
63a36fa394c0f5513b141b559d9e6836,SMED3_DN26064_c0_g1_i6.p1,377
12674aefbde58bc451c739c2b5719490,SMED3_DN4141_c29_g1_i1.p1,377
afcf6fbfec46803b5dcf2555d662bff1,SMED3_DN16517_c0_g1_i1.p1,377
715bcf92689328c87a0a8c43a70277f3,SMED3_DN5095_c0_g1_i1.p1,377
303a89850297da997d59cdc185642db7,SMED3_DN10007_c0_g1_i1.p1,377
1a9e1989e27559cfdd0001b8977fcf18,SMED3_DN63771_c0_g1_i1.p1,377
b465bdbbfbfc97ec491dbf38ee767066,SMED3_DN9450_c0_g1_i4.p1,377
0c3c2bbedd6103f3f43dc754d4ca0079,SMED3_DN7528_c0_g2_i1.p1,377
5b6b45aca0b04658163a6c72d642be1e,SMED3_DN1053_c1_g1_i17.p1,377
abe68a285c791ff0e7275c2fa7e4e660,SMED3_DN5375_c0_g1_i10.p1,377
675512c358e8254109ab8292736f1f2b,SMED3_DN135659_c0_g1_i1.p1,377
7cc8613add03cf1a1227c937a02106e9,SMED3_DN8548_c0_g2_i3.p1,377
762e0db2345cdaad36a4804c03e455b8,SMED3_DN19516_c0_g1_i1.p1,377
fc13701836c914ecf99007ca28c67d16,SMED3_DN135374_c0_g1_i1.p1,377
caea3f8533e893531bbd6c9d8baf7eb6,SMED3_DN133158_c0_g1_i1.p1,377
8d165d754cba819ce4535cc18f73c43c,SMED3_DN1030_c0_g1_i18.p1,377
dc9743f2bf5e657fcdeb9803d1f2cbf4,SMED3_DN2395_c0_g1_i5.p1,377
2e71a5e2f91278c30a326d197eda2ac1,SMED3_DN826_c0_g1_i6.p1,377
8a630038e92ee65469cfe21bd7636556,SMED3_DN6736_c2_g1_i1.p1,377
528aaa8360b29116304a3a41afc6d9cf,SMED3_DN17073_c0_g1_i6.p1,377
9d702387d62ab1dee9c2a95cbd99bfb2,SMED3_DN7780_c0_g1_i2.p1,377
96ad3cc174998510dd56a1e527e598fa,SMED3_DN7137_c0_g1_i2.p1,376
e5bb0142a6824e0fac3d46b92d4b5734,SMED3_DN31175_c0_g3_i1.p1,376
44c8f0eeb192a795e411dc0fda1c1923,SMED3_DN32235_c1_g1_i2.p1,376
3b8bab441d9182b75757f9272922886e,SMED3_DN27563_c0_g1_i2.p1,376
acf555fe0093a52671a6e8db1dd59f8d,SMED3_DN1460_c0_g1_i2.p1,376
5437f85eaba2d68e28a358a9625a930d,SMED3_DN2370_c1_g1_i11.p1,376
f0f6a8cc1997ce657d016b0f3e659e0f,SMED3_DN5_c1_g1_i2.p1,376
20737eefa14bae1a8df8e074a1778a9f,SMED3_DN52_c0_g3_i2.p1,376
dce9831d566f0353bbe26ea7dbbe2881,SMED3_DN9057_c1_g2_i1.p1,376
d37fad803cda3b56cb31ffad167f44e7,SMED3_DN41756_c0_g1_i5.p1,376
cdfcfb1ca95a924b891696af0506bf1c,SMED3_DN6855_c0_g1_i1.p1,376
854c38ce7fd66e59aa07b3c015898d46,SMED3_DN3518_c0_g1_i3.p1,376
d76ac5821c485dd33b0bcd7d786657de,SMED3_DN2151_c0_g1_i8.p1,376
b9a29bb0ad547c5c5a7e9c9b64d4d044,SMED3_DN1902_c0_g1_i1.p1,376
a97340b4bd1ccaa8b3d11ece12fa8010,SMED3_DN12535_c0_g1_i2.p1,376
56d3bcb865f52d8cf3c484f16626acb9,SMED3_DN5165_c0_g1_i5.p1,376
d3f0517100eef18925337c3f8d5f10a7,SMED3_DN104806_c0_g1_i2.p1,376
bacc93693fe960e832b8ba4a726de65a,SMED3_DN18785_c0_g1_i2.p1,376
4e1f0abf67e4c993a78aa455ea4886b8,SMED3_DN1431_c0_g1_i1.p1,376
73c637f2dcc734918245344ab2c932bf,SMED3_DN1166_c0_g1_i3.p1,376
989574ed9265e316cc8bdb90459c70ae,SMED3_DN3846_c0_g2_i1.p1,376
210cd77bdf53648c77cdbca643750a3d,SMED3_DN1218_c1_g1_i11.p1,376
28c47b4d13a951dd54db7bb845f60681,SMED3_DN21525_c0_g1_i1.p1,376
75535ee855f28cb5f6aee28bf5b80575,SMED3_DN2301_c0_g1_i1.p1,376
5cde75b80cffbd1e50911a2af8da2e31,SMED3_DN22100_c1_g1_i2.p1,376
d80ad23f4db0efbb2de3b571b60e3465,SMED3_DN24218_c0_g2_i4.p1,376
22522464a16f10d3c3988fcb35d41967,SMED3_DN21963_c0_g2_i1.p1,376
18ea6078c211e1047d08e4c0986837d3,SMED3_DN13872_c0_g1_i17.p1,376
7e7d7f37358eaae88a02394089548626,SMED3_DN17414_c0_g1_i3.p1,376
de9f560d9abbbe09313d732a7ce429c0,SMED3_DN9023_c1_g1_i1.p1,376
62d8ecefe3e89f6f0003310cd509248e,SMED3_DN2219_c0_g1_i3.p1,376
856d2687bc6a0ccbe6cf024e80149917,SMED3_DN118069_c0_g1_i1.p1,376
97460ac9858a0202c1ae468e306b00e7,SMED3_DN103773_c0_g1_i1.p1,376
61116ff26282deb215e18835227dcfd3,SMED3_DN121229_c0_g1_i1.p1,375
8e2ebb8283ada097515e930e7e3b3fe2,SMED3_DN3034_c0_g2_i3.p1,375
97410f3e3c1ada3463b3924bd3ac9799,SMED3_DN33691_c0_g1_i1.p1,375
dc8a7022803c0a36672cc05194f7d48c,SMED3_DN423_c0_g1_i9.p1,375
f3a7ce4127e7d2cf6d5a6842bdae0941,SMED3_DN5675_c0_g1_i4.p1,375
9c2a3b66dddd26fe674dc24060a9b671,SMED3_DN40143_c0_g1_i2.p1,375
3904fcc593be6bf27d5ab15dd5a19d52,SMED3_DN1352_c1_g3_i1.p1,375
8ae8dd391d059c1d5a07221b015f6db1,SMED3_DN4876_c0_g1_i6.p1,375
92e3550b7b08c1f72dadc731ec6cbd07,SMED3_DN3134_c1_g1_i9.p1,375
173503e0968dabd518ae6cd542b28f72,SMED3_DN1128_c1_g1_i9.p1,375
cd9e53978e5b918008c2b4774150e474,SMED3_DN5822_c0_g1_i1.p1,375
3dc4301d4c7c6e85dde82677fc0c6740,SMED3_DN136162_c0_g1_i1.p1,375
161f5b31db913677022c8aba034a0840,SMED3_DN26211_c0_g1_i1.p1,375
a940a951ccbbe816ca08e7417355fd37,SMED3_DN5006_c0_g2_i5.p1,375
bcd69f7d58f4e382d5225c1b20045dec,SMED3_DN18089_c1_g1_i1.p1,375
7d4eacd028a40abe97cb449a288e13e0,SMED3_DN133159_c0_g1_i2.p1,375
7599daf0a69ce1d9f8992d5d98d3c2e5,SMED3_DN16175_c0_g1_i3.p1,375
dd52d0bec97956aa3f0639472518679a,SMED3_DN1302_c0_g1_i5.p1,375
4f82ed9506dc1fefdb10a80c36afa54b,SMED3_DN1031_c0_g1_i1.p1,375
0d76eef52403ee691e0e04cb285fde50,SMED3_DN7783_c0_g2_i10.p1,375
5b0eb45299e66e156a5c647a288d18ab,SMED3_DN17629_c0_g1_i3.p1,375
19fdc1e37628440b556833bf693b5461,SMED3_DN23177_c0_g2_i1.p1,375
8815e61880289d53cb57bc2752ca5a41,SMED3_DN5146_c0_g1_i1.p1,375
74a0c3daddfd5b498accf2dec5a6d99c,SMED3_DN32942_c2_g1_i1.p1,375
85ef8c462b3a0d560e6422102eaaed84,SMED3_DN24735_c0_g1_i1.p1,375
407765a6f309cccef1fe715af75068bd,SMED3_DN81856_c0_g1_i1.p1,375
18c68df6c87f8bc7805ace97f895bba8,SMED3_DN9942_c0_g1_i2.p1,375
4264e2ae878fffea761663115c5ee148,SMED3_DN47338_c0_g1_i1.p1,375
fda808b6c5b832aa0c6eaa73ffbea47f,SMED3_DN38679_c0_g1_i1.p1,375
95cac65ebe070d3d5db4da04f7e46c9a,SMED3_DN13158_c0_g2_i10.p1,374
05f5c1fe4bb3b5bb244928066fc5179a,SMED3_DN104536_c0_g1_i1.p1,374
87fa8f0a65dbdbbb6fe3de74a777d11c,SMED3_DN6605_c0_g1_i3.p1,374
61c88b0bb4f3bd8b46ab74d7b97757bb,SMED3_DN6179_c1_g1_i6.p1,374
689b03d474c9ff1c47caa87e3c5e7ef7,SMED3_DN409_c0_g1_i10.p1,374
f206e41be668087cb5e5e505a48768c0,SMED3_DN11005_c0_g2_i1.p1,374
6c3b7b02d9baa4ec2697b7d2ae2819da,SMED3_DN105869_c0_g1_i1.p1,374
59163dc16fa4c1811e146903bbc42e8b,SMED3_DN12454_c0_g1_i4.p1,374
474021e26418f41de6eb01aa5b9b2ee7,SMED3_DN8658_c0_g2_i1.p1,374
a5b3b882019fb14f64482cf68c291e0d,SMED3_DN871_c0_g4_i1.p1,374
93d6e7e964d3a43446f19126869a1ac2,SMED3_DN36607_c0_g1_i1.p1,374
d27a970aba49d399cac5bc32d57e9f1f,SMED3_DN25742_c0_g2_i1.p1,374
a14f95b5142f980b4eac1733b824edc6,SMED3_DN43955_c0_g1_i3.p1,374
2845f78aa1d2c29a6ec0a653ab82fd4b,SMED3_DN22541_c0_g1_i8.p1,374
e3c1c8d067dcb57057460656b4fa8a9b,SMED3_DN3552_c0_g3_i2.p1,374
2a203fb411f5f4831ffa8cd324f16e12,SMED3_DN4058_c0_g1_i1.p1,374
5edf2375fc62ec030f271d268f67065e,SMED3_DN12403_c0_g1_i10.p1,374
109fccb50cb73615b4dbc5427302d3d0,SMED3_DN27468_c1_g1_i1.p1,374
9ca5db758e5775a7df86c563461cd9b2,SMED3_DN92604_c0_g1_i1.p1,374
c03a29e67aaf44a67169da83fff75f76,SMED3_DN118890_c0_g1_i2.p1,374
51ab17dc19b324bc2bb19f84e37276f6,SMED3_DN24815_c0_g1_i1.p1,374
ad58f7e4301e26f0c28df9812b98af28,SMED3_DN2048_c1_g1_i2.p1,374
bbcc1e422e7f8cd27a5f72d7e0a71dcc,SMED3_DN105607_c0_g1_i1.p1,374
29650754d0f39db20ac8194acd12bfa3,SMED3_DN44221_c0_g1_i1.p1,374
77397276e7fd2166c2a3933f3a23fccd,SMED3_DN19049_c0_g1_i7.p1,374
c3c93ca467198a64f05fa1633e382778,SMED3_DN5349_c0_g1_i2.p1,374
a6f2646d9a01b9414923ff4fa68f95ac,SMED3_DN41153_c0_g1_i1.p1,374
9f52f2add8324d2205ce7febff452d3a,SMED3_DN33981_c0_g1_i5.p1,374
fce03839cb1372160ba8137fe50d951d,SMED3_DN1007_c1_g1_i2.p1,374
c4914f7c999fc8e1a092b994dcf3e416,SMED3_DN1618_c0_g1_i1.p1,374
9ebef0239e632768181017ab38bc1389,SMED3_DN37385_c0_g1_i3.p1,374
d5c24597fcdcc870421aa3c67f1d8f33,SMED3_DN104559_c0_g1_i1.p1,374
992d5d8122e495ba52f8ce145b9053af,SMED3_DN290_c0_g1_i1.p1,374
f83bffcd42250168020175d634f66919,SMED3_DN16076_c0_g1_i4.p1,373
91500a4f798da1b60334e67872daac6c,SMED3_DN78305_c0_g1_i1.p1,373
673186a3df7cd70471841dad28fa77ff,SMED3_DN4048_c0_g1_i2.p1,373
dd205fc6cc44922f23d5f3e35174d71b,SMED3_DN945_c0_g2_i21.p1,373
2d3aba21f49ed9318df3fe185c821d94,SMED3_DN79066_c0_g1_i1.p1,373
95ba3e5f09b7d447bfddd3a35351ce5c,SMED3_DN9026_c0_g1_i5.p1,373
a0b3c41fc942233ab130bc7ae37f521f,SMED3_DN32561_c0_g1_i2.p1,373
fca24f20f71ebabc4c13e4944f23df4e,SMED3_DN10930_c0_g1_i1.p1,373
e3875b8f0409e73af8692ec750a13e5d,SMED3_DN17721_c5_g1_i1.p1,373
c1e23db913076ec12dd0f5b04b5e71a9,SMED3_DN31146_c0_g1_i5.p1,373
3c72b718cf7ddae5b0608df913881e7a,SMED3_DN27853_c0_g1_i2.p1,373
c949bfed3cbe1bec12fce5c050bf50e4,SMED3_DN46421_c0_g2_i1.p1,373
60b8a72b79417b33dc3e287eed68ff44,SMED3_DN9953_c0_g2_i1.p1,373
75bb94cdf73a97ed6fabbecfbc3ea7ce,SMED3_DN6596_c0_g1_i10.p1,373
22229941b96fbdb15d21bfcff01bc52a,SMED3_DN443_c1_g1_i1.p1,373
c2c73c9a04b798f9f1a85abfbfbf0324,SMED3_DN6286_c0_g1_i5.p1,373
b9be53de1382e6a99148d3d55a1d440b,SMED3_DN32348_c0_g2_i2.p1,373
42840a9d7a469d42316493050f6e732c,SMED3_DN4683_c0_g1_i1.p1,373
c28c19117b10b9f7e15feeb7917c719e,SMED3_DN17280_c0_g3_i1.p1,373
e275f00f44589b24dc50255362db5c5d,SMED3_DN62015_c0_g1_i1.p1,373
b100099c5690943e4a9bab7e32c51fbb,SMED3_DN1944_c1_g1_i5.p1,373
48a1d88466325c7c338f73aeb1f06358,SMED3_DN65366_c0_g1_i1.p1,373
b14464845b9cc05201f21e617751ecc7,SMED3_DN640_c0_g2_i1.p1,373
9985824bc4f59aa2a6e84bb7b78d2008,SMED3_DN6468_c1_g1_i2.p1,373
bc137c754476908e0b5b4bb019ee6d4d,SMED3_DN11973_c0_g1_i3.p1,373
4d1cf799e2f6d3387b2e5508dc85c93e,SMED3_DN2803_c0_g1_i1.p1,373
88a97c91af29dc594670366009fe30b6,SMED3_DN3134_c2_g1_i1.p1,373
85739f0421801939da95a514b70649ac,SMED3_DN2207_c0_g1_i1.p1,373
f7682f6f78b3d8f2e5bffcdc8a2c834e,SMED3_DN68693_c0_g1_i1.p1,373
03a66d60a1060cdfbc34f3e6543d4b82,SMED3_DN4017_c0_g1_i1.p1,373
d51c477e06b6f540c1652fc81a7058c9,SMED3_DN9442_c0_g1_i1.p1,373
21fa20309f84b59b15aa85ade9ae61f7,SMED3_DN103871_c0_g1_i1.p1,373
13c4b85c7c40af9b7ac7f97d16604cfb,SMED3_DN44122_c0_g1_i3.p1,373
14f88d0021568d61b3a1564a8df9c91c,SMED3_DN31532_c0_g1_i1.p1,372
0994569afb0b2e08060aee98ce75b57d,SMED3_DN10314_c0_g2_i3.p1,372
64650fb8614be1aa706d6621520637a1,SMED3_DN13197_c0_g1_i4.p1,372
c5b20b2ce2c2dace6de79db9e19d9604,SMED3_DN15446_c0_g2_i7.p1,372
fc10fc3af9b714d8be647c11eaafcb95,SMED3_DN11404_c2_g1_i12.p1,372
92eabb2794f6a60ce67d6617e792c9fe,SMED3_DN15853_c1_g1_i9.p1,372
2c6a95c8e028783dc71c50958095f3de,SMED3_DN4459_c0_g1_i2.p1,372
03ed70c8c04c3fff3d4016efcd5e7262,SMED3_DN18754_c0_g2_i3.p1,372
c00dd1544e208ec3ea6e1885d03a46d8,SMED3_DN77711_c0_g1_i1.p1,372
c3420b60c868e175b1ada9aba5d9630b,SMED3_DN6736_c0_g1_i3.p1,372
2d9b04a8b0183499d2b27f3f66af4469,SMED3_DN32420_c1_g1_i1.p1,372
70a45f8281636a2e491a74668b5634e8,SMED3_DN3858_c0_g1_i1.p1,372
a7fed1a73b7ad272d337926f673d0c17,SMED3_DN14256_c1_g2_i1.p1,372
55c928c022fd447c03ff28f6fb24275d,SMED3_DN82_c1_g1_i2.p1,372
8f1dae5884c5bfcdb7f5d53948b79f27,SMED3_DN1824_c0_g1_i1.p1,372
0f55a0584a3a9099960afb9182414e3f,SMED3_DN132506_c0_g1_i1.p1,372
c56820654cd621d44b6601580b56dd35,SMED3_DN19889_c0_g1_i1.p1,372
2f6aae7985b6d32dfe298692f5e11141,SMED3_DN25898_c0_g1_i3.p1,372
a63e1ca2e7b78d3fc6012c8ef903ada5,SMED3_DN7623_c0_g2_i1.p1,372
2a24c9d73104efea8535990d76fdc050,SMED3_DN22025_c0_g1_i1.p1,372
b7cab9421d0d6939dbcfccc2a8040f7d,SMED3_DN47526_c0_g1_i1.p1,372
698e951e3ab54bd3fa8f4dc60045e2ab,SMED3_DN9287_c1_g1_i1.p1,371
915c1588db19e8e3f8277acf112598d4,SMED3_DN91011_c0_g1_i1.p1,371
03f8d30c7b2ee8bd9f9e943a2e76ce72,SMED3_DN2994_c0_g1_i15.p1,371
4a3e03afd241f0bbb24f175d0f7b577f,SMED3_DN18556_c0_g1_i1.p1,371
0aae6453691cdd2e7ced12657e8d20b7,SMED3_DN4334_c6_g1_i1.p1,371
9f34d25b6c43f463bc0dbfdc8cf66236,SMED3_DN1492_c0_g2_i4.p1,371
8190f7a06b3eb2fd27145b84862b71e1,SMED3_DN40145_c0_g1_i1.p1,371
cfeabfb6ed341e3aabbfe70301e4cc32,SMED3_DN5222_c0_g1_i2.p1,371
c2fdeededff96327b48569f0371567f5,SMED3_DN35989_c0_g1_i4.p1,371
71f17423a21d0b0e878e670f6e4933ab,SMED3_DN121756_c0_g1_i1.p1,371
91e49226dbaf001f72288cb3f8ba385d,SMED3_DN14640_c1_g1_i3.p1,371
f359314d82e67aefaae1dfa62378b44a,SMED3_DN90916_c0_g1_i2.p1,371
90557d9136d3bc86edc10d783e6a4b0a,SMED3_DN1005_c1_g3_i3.p1,371
944098b5c20b73a920c723b92e8d7e79,SMED3_DN9719_c0_g1_i22.p1,371
432721ee8c8a0e5a1ae12a11a939facd,SMED3_DN41447_c0_g1_i1.p1,371
400d9caa908bb556d55d83cd97cf2ae3,SMED3_DN20057_c0_g4_i1.p1,371
a2a75b0a2d2ef9f960c1b392e8d338f0,SMED3_DN54959_c0_g2_i3.p1,371
c9cdda89fc5613a6f8f355e5d9627c4b,SMED3_DN15990_c3_g1_i1.p1,371
fe3386be200c4372df46b328c1bda894,SMED3_DN10604_c0_g5_i1.p1,371
94f5e8cd186e924df74da46c8eb622a7,SMED3_DN9413_c0_g1_i2.p1,371
2e032befc601c7d10781e4b493e1d1b2,SMED3_DN2189_c0_g1_i1.p1,371
1dc1e94241353a782e6b65da2ad16030,SMED3_DN2751_c0_g1_i2.p1,371
6cfad97fbb5a8acbc66a312d07302ee8,SMED3_DN10701_c0_g1_i1.p1,371
91fed09325f59aad7a6462b43d155113,SMED3_DN657_c2_g1_i1.p1,371
99d7e3190b948a0885f18e972252e949,SMED3_DN12903_c4_g1_i1.p1,371
abcd66aa02e63182c1fda002be112201,SMED3_DN6685_c0_g1_i6.p1,371
8a15a6eb395c4c469cea0988fbbcd838,SMED3_DN674_c0_g2_i2.p1,371
f288456710137d6f20ee2ff673c07086,SMED3_DN9645_c0_g1_i13.p1,371
8eca37b0ec0e4778dce8fe402c454106,SMED3_DN7957_c0_g1_i1.p1,371
eba266e83bc63772b08e3eba429a3b7b,SMED3_DN26498_c0_g1_i3.p1,371
0399265aaaf8be7bab36a35ef1acc94d,SMED3_DN9099_c0_g1_i6.p1,371
907c41dc6040d4b99150a8abbe7e8570,SMED3_DN25312_c0_g1_i7.p1,370
0bc03cb8c3ca2e2b945ca0ddc6b07b5b,SMED3_DN135_c0_g2_i3.p1,370
5cca9370247da63034cf5e7f88f1fa18,SMED3_DN92583_c0_g1_i1.p1,370
e040088d9bf0ff491b82bb4b34bc7544,SMED3_DN7014_c0_g1_i1.p1,370
bae49cf67963437996e1ace940a330df,SMED3_DN79429_c0_g1_i1.p1,370
f52a93fce43dffeaa99a428decf3a519,SMED3_DN463_c0_g1_i4.p1,370
182a68bbdd72f8f2ac7645cb43180cdb,SMED3_DN5906_c0_g1_i2.p1,370
792d7a2a200be96fa20615871036b1c6,SMED3_DN1082_c0_g1_i41.p1,370
13dd3f5caa7241b59bc54f0817cad924,SMED3_DN7365_c0_g1_i12.p1,370
2ce7fe63eacb96aaaa65f2516ca8fea2,SMED3_DN19994_c0_g1_i1.p1,370
66a3bc5b27b35dce6aa73b8ba6b7a1bc,SMED3_DN9627_c0_g1_i1.p1,370
0c21b30d44ae2d9bcf08362e81bad72b,SMED3_DN4325_c0_g1_i4.p1,370
8a278b2cbca7ba66c60f237f55d24d0e,SMED3_DN64197_c0_g1_i1.p1,370
bd8d5a5164cdb8da61a7f6154e9e48da,SMED3_DN7535_c0_g1_i2.p1,370
b5047c5add8640d8060e06bd2e6e2881,SMED3_DN5130_c0_g1_i1.p1,370
b3d95558be20e87076bb665ed1946453,SMED3_DN132099_c0_g1_i1.p1,370
71353a49b179b023deb1516102f28080,SMED3_DN9425_c2_g3_i2.p1,370
2dbf2a7118541477a649f1fc92197852,SMED3_DN265_c0_g1_i3.p1,370
4e4e5dd186b97bbcd4aa0d85cd56e749,SMED3_DN117848_c0_g1_i1.p1,370
ee83c9f40d6a4527d356a99f7485428c,SMED3_DN119293_c0_g1_i1.p1,370
d150bfcb2374e9249a403895385d50df,SMED3_DN6744_c0_g1_i2.p1,370
21df97641b5a45809cd3969c178a09a2,SMED3_DN76100_c0_g1_i1.p1,370
39ca3629525c903d7baf95619f986929,SMED3_DN11054_c0_g1_i1.p1,370
2429fd72f50008cf8b2a783b7d0a2837,SMED3_DN8998_c0_g3_i1.p1,370
bd56c0a5179ea4373384b78d127efd90,SMED3_DN10294_c0_g1_i5.p1,369
5a0dc85555d6d224b355172a0e93e39a,SMED3_DN20615_c0_g1_i3.p1,369
70570e27755851bd44966db457445969,SMED3_DN105952_c0_g1_i1.p1,369
0a3cced1329563eecd4e274fd1ce0ad3,SMED3_DN15683_c0_g1_i2.p1,369
e95a22f8565b6736d58a6c52392d9c3d,SMED3_DN105375_c0_g1_i1.p1,369
c388ba26a9dc65d8594dd0c3502305ec,SMED3_DN785_c1_g2_i1.p1,369
1cfe1d0c57b8804eb084aac43091c7b1,SMED3_DN22046_c0_g1_i1.p1,369
bf3936c4299b5a3934a7afbe6d66f66e,SMED3_DN18812_c0_g1_i3.p1,369
865c05ddce3ca14ca657e1f80209b450,SMED3_DN375_c0_g2_i8.p1,369
00da7f22761cb53339e31b331d0a10aa,SMED3_DN90488_c0_g1_i2.p1,369
9f4c7363ffab330b2b15841be0d82468,SMED3_DN39523_c0_g1_i1.p1,369
31a7d432dcec183be93edbc12aa8dcca,SMED3_DN47_c0_g1_i6.p1,369
ba446471083c786591edd51fa64f6005,SMED3_DN19223_c3_g1_i2.p1,369
d56ca18561822a995b0fd42644307ec4,SMED3_DN16522_c0_g3_i1.p1,369
a488553ee3420681cfec36c803d13800,SMED3_DN2626_c0_g1_i2.p1,369
2633e4013cf340d82dd2ccef320ed2ea,SMED3_DN15761_c0_g1_i1.p1,369
5ff58fac16b1983b379a4657f9dc5577,SMED3_DN1203_c2_g1_i27.p1,369
9ae04466cb04f7176a1d25a05004048f,SMED3_DN77869_c0_g1_i1.p1,368
cc54eb9ef27ef44432b3c278ab2fc1cc,SMED3_DN7791_c0_g1_i5.p1,368
d88038ae54c63baee467e4bff703c76f,SMED3_DN91930_c0_g1_i2.p1,368
b8767f3d4f381e33693f90477dcb6581,SMED3_DN1794_c0_g2_i1.p1,368
2e5ddcc15ebc4573a21d4a4767db0ab1,SMED3_DN7158_c0_g2_i4.p1,368
367bd92f9c430753e6486d4cc0fc2e2e,SMED3_DN44105_c0_g1_i1.p1,368
