"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"-705206902474474925"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1159_c0_g1_i1.p1"	"SMED3_DN1159_c0_g1~~SMED3_DN1159_c0_g1_i1.p1  ORF type:complete len:360 (-),score=77.30 SMED3_DN1159_c0_g1_i1:238-1317(-)"	"0.000"	"27.351"	"23"	"5"	"54"	"5"	"359"	"40.8"	"6.70"	"352"	"5"	""	""	""	""	""	"SMED3_DN1159_c0_g1_i1.p1"	""	""	""	""	"0"	"3.927"	"0.800"	"1.818"	"0.204"	"0.463"	"2.272"	"0.00243809262327777"	""	"0.105231726251339"	""	"0.0365559604922209"	""	"0.106820566333446"	""	"0.999999999997085"	""	"0.538090974391466"	""	"6149079.77796851"	"24147480.6298957"	"4919279.04743444"	"11178760.5700304"	"13.48"	"14.69"	""	"37.86"	"5327276.16666667"	"6986344.3800428"	"6149079.77796851"	"24147480.6298957"	"27464405.2507438"	"20414175.7637932"	""	"4919279.04743444"	""	"11178760.5700304"	"7381742.03912518"	"16106375.9907034"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"3237151246089730467"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2483_c0_g3_i15.p1"	"SMED3_DN2483_c0_g3~~SMED3_DN2483_c0_g3_i15.p1  ORF type:complete len:514 (-),score=86.60 SMED3_DN2483_c0_g3_i15:88-1629(-)"	"0.000"	"16.967"	"16"	"6"	"13"	"6"	"513"	"58.6"	"8.10"	"94"	"6"	""	""	""	""	""	"SMED3_DN2483_c0_g3_i15.p1"	""	""	""	""	"0"	"0.175"	"0.085"	"0.292"	"0.487"	"1.666"	"3.421"	""	""	""	""	"0.999960171903589"	""	""	""	""	""	"1"	""	"6144613.33333333"	"1077015.09949853"	"524398.564895825"	"1794109.69599084"	""	"42.95"	""	"71.76"	"6144613.33333333"	""	""	"1077015.09949853"	"657486.45353026"	"1613910.45163442"	""	"524398.564895825"	""	"2355250.17257721"	"1794109.69599084"	"297567.44071489"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"-5161096005728959466"	"False"	"High"	"IsMasterProtein"	"SMED3_DN17093_c2_g1_i2.p1"	"SMED3_DN17093_c2_g1~~SMED3_DN17093_c2_g1_i2.p1  ORF type:complete len:374 (-),score=53.73 SMED3_DN17093_c2_g1_i2:595-1647(-)"	"0.000"	"16.252"	"15"	"5"	"12"	"2"	"350"	"39.5"	"7.11"	"78"	"5"	""	""	""	""	""	"SMED3_DN17093_c2_g1_i2.p1"	""	""	""	""	"0"	"0.380"	"0.228"	"0.249"	"0.600"	"0.656"	"1.093"	""	""	""	"0.891778343417443"	""	""	""	""	""	"0.99999999999253"	""	""	"6130534.875"	"2326723.06732222"	"1396252.30648804"	"1525471.42857238"	""	"44.18"	"81.75"	""	"6130534.875"	""	""	""	"1684131.96450426"	"3214498.83151103"	"721993.103280845"	"2700192.69507457"	""	"1525471.42857238"	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-4303547131260465862"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2055_c2_g1_i11.p1"	"SMED3_DN2055_c2_g1~~SMED3_DN2055_c2_g1_i11.p1  ORF type:complete len:458 (-),score=89.33 SMED3_DN2055_c2_g1_i11:1350-2723(-)"	"0.000"	"11.131"	"9"	"4"	"15"	"4"	"457"	"51.0"	"7.53"	"132"	"4"	""	""	""	""	""	"SMED3_DN2055_c2_g1_i11.p1"	""	""	""	""	"0"	"0.649"	"0.161"	"0.215"	"0.247"	"0.332"	"1.340"	""	""	""	"0.700793775849014"	"0.818965951177599"	"0.995205905182792"	""	""	""	"0.913208525255113"	"1"	"0.99999999940526"	"6119561"	"3972779.50850432"	"982641.046711006"	"1317161.42092998"	""	"52.56"	"78.94"	"89.35"	"6119561"	""	""	"1344653.83635241"	"4651212.91546506"	"3972779.50850432"	"982641.046711006"	"3398800.31976005"	"952959.26846998"	"4458441.80999774"	"1317161.42092998"	"832952.066104143"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-1674916795502073744"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6805_c0_g2_i6.p1"	"SMED3_DN6805_c0_g2~~SMED3_DN6805_c0_g2_i6.p1  ORF type:complete len:910 (-),score=151.55 SMED3_DN6805_c0_g2_i6:128-2857(-)"	"0.000"	"20.747"	"8"	"7"	"11"	"7"	"909"	"101.4"	"8.06"	"68"	"7"	""	""	""	""	""	"SMED3_DN6805_c0_g2_i6.p1"	""	""	""	""	"0"	"0.690"	"0.818"	"0.137"	"1.187"	"0.199"	"0.168"	""	""	""	""	"0.480845081796427"	""	""	""	""	""	"1"	""	"6111814.25"	"4214561.37473528"	"5001770.88192629"	"840100.256359071"	""	"4.63"	""	"103.07"	"6111814.25"	""	""	""	"4078793.36219966"	"4354848.6044979"	""	"5001770.88192629"	""	"2121302.89271783"	""	"332705.170561635"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"5882704623595199827"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9759_c0_g1_i3.p1"	"SMED3_DN9759_c0_g1~~SMED3_DN9759_c0_g1_i3.p1  ORF type:complete len:430 (-),score=67.34 SMED3_DN9759_c0_g1_i3:2123-3412(-)"	"0.000"	"4.481"	"4"	"2"	"4"	"1"	"429"	"49.1"	"7.25"	"23"	"2"	""	""	""	""	""	"SMED3_DN9759_c0_g1_i3.p1"	""	""	""	""	"0"	"1.654"	"5.329"	"1.620"	"3.221"	"0.979"	"0.304"	"0.984622629993002"	"0.0470613020857642"	"0.93380962974839"	"0.0737656785076261"	"0.992114054490093"	"0.160430260572894"	"0.999999996406151"	"0.192603643187628"	"0.999999999997085"	"0.238045257191158"	"1"	"0.425240762517431"	"6106834.35650258"	"10103249.794526"	"32543784.4960806"	"9895109.38666193"	"29.09"	"34.58"	"120.07"	"17.91"	"9233085"	"6106834.35650258"	"5461126.51022303"	"10696758.2234821"	"10103249.794526"	"5228767.74403922"	"32543784.4960806"	"17709459.1800961"	"193891925.537428"	"8712181.50554172"	""	"11238653.5693412"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"-6697829120976671172"	"False"	"High"	"IsMasterProtein"	"SMED3_DN858_c0_g1_i8.p1"	"SMED3_DN858_c0_g1~~SMED3_DN858_c0_g1_i8.p1  ORF type:complete len:860 (-),score=184.60 SMED3_DN858_c0_g1_i8:542-3121(-)"	"0.000"	"78.321"	"27"	"20"	"106"	"17"	"859"	"100.9"	"6.11"	"1106"	"20"	""	""	""	""	""	"SMED3_DN858_c0_g1_i8.p1"	""	""	""	""	"0"	"7.112"	"0.590"	"2.486"	"0.083"	"0.350"	"4.210"	"0.355268644851094"	"0.921723647369292"	"0.599975769224053"	"0.208460633034151"	"0.956978128751819"	"0.359989969491843"	"0.878963671279165"	"0.99999999991784"	"0.999999999997085"	"0.435156772641271"	"1"	"0.699791181844968"	"6099651.58333333"	"43380278.2461703"	"3601163.35719978"	"15162067.39262"	"7.48"	"68.08"	"121.77"	"38.51"	"6099651.58333333"	"5650256.07518916"	"6563291.87482241"	"6720001.88594371"	"43380278.2461703"	"44094632.152199"	""	"13178370.082707"	"984065.361941518"	"15162067.39262"	"24045050.0079443"	"11394735.5492677"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-3406057225364296443"	"False"	"High"	"IsMasterProtein"	"SMED3_DN380_c4_g1_i1.p1"	"SMED3_DN380_c4_g1~~SMED3_DN380_c4_g1_i1.p1  ORF type:complete len:462 (-),score=113.37 SMED3_DN380_c4_g1_i1:95-1480(-)"	"0.000"	"36.454"	"25"	"10"	"60"	"10"	"461"	"54.2"	"5.50"	"286"	"10"	""	""	""	""	""	"SMED3_DN380_c4_g1_i1.p1"	""	""	""	""	"0"	"2.594"	"0.851"	"1.372"	"0.328"	"0.529"	"1.611"	"0.0595566754888581"	"0.559792077318936"	"0.88158902402952"	"0.00947057947878804"	"0.16627135688856"	"0.237035715687533"	"0.46198619529009"	"0.98589401619747"	"0.999999999997085"	"0.0636005076202076"	"0.938253533626485"	"0.540596732026266"	"6078127.28827166"	"15767950.3717231"	"5174396.19671683"	"8336710.28147918"	"44.35"	"7.02"	"33.52"	"39.51"	"4651382"	"6078127.28827166"	"10714918.5259756"	"15333486.3866821"	"15767950.3717231"	"17482615.6825422"	"5174396.19671683"	"6125405.08234369"	"3006856.85897865"	"5499653.14571174"	"8336710.28147918"	"12366865.2154473"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3441369001344176862"	"False"	"High"	"IsMasterProtein"	"SMED3_DN21730_c1_g1_i1.p1"	"SMED3_DN21730_c1_g1~~SMED3_DN21730_c1_g1_i1.p1  ORF type:complete len:107 (+),score=14.80 SMED3_DN21730_c1_g1_i1:72-392(+)"	"0.000"	"4.650"	"11"	"1"	"6"	"1"	"106"	"12.2"	"8.57"	"32"	"1"	""	""	""	""	""	"SMED3_DN21730_c1_g1_i1.p1"	""	""	""	""	"0"	"0.755"	"2.257"	"0.965"	"2.987"	"1.277"	"0.428"	""	"0.0369651351617761"	"0.999575192405322"	""	""	"0.0329774041013111"	""	"0.163352670327265"	"0.999999999997085"	""	""	"0.145980808589094"	"6069872.40534009"	"4585196.98465129"	"13697842.5222906"	"5856309.92764408"	"6.18"	""	"29.52"	"39.94"	"6204008.5"	"5512525.78879497"	"6069872.40534009"	""	""	"4585196.98465129"	"19655323.4995597"	"11123487.2125086"	"13697842.5222906"	"3803368.32435706"	"5856309.92764408"	"8662984.61398084"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"2650753696727239549"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2874_c0_g1_i1.p1"	"SMED3_DN2874_c0_g1~~SMED3_DN2874_c0_g1_i1.p1  ORF type:complete len:154 (-),score=37.25 SMED3_DN2874_c0_g1_i1:180-641(-)"	"0.000"	"32.512"	"37"	"4"	"41"	"4"	"153"	"17.0"	"6.52"	"319"	"4"	""	""	""	""	""	"SMED3_DN2874_c0_g1_i1.p1"	""	""	""	""	"0"	"0.618"	"3.914"	"2.166"	"6.338"	"3.508"	"0.553"	"0.959067840087145"	"0.589327652288989"	"0.897446846599233"	"0.410693835474463"	"0.69696092304603"	"0.925044187674551"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.671748142150511"	"1"	"0.99999999940526"	"6063369.63770589"	"3745012.18772997"	"23734302.3098678"	"13135664.5231527"	"121.11"	"136.57"	"42.03"	"47.20"	"30359361.8333333"	"6063369.63770589"	"1767239.29802285"	"28355188.4650693"	"494622.573343976"	""	"23028588.3779137"	"45846859.2823735"	"23734302.3098678"	"24387748.8901562"	"13135664.5231527"	"10163444.7545063"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8120461847420426694"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13653_c0_g1_i1.p1"	"SMED3_DN13653_c0_g1~~SMED3_DN13653_c0_g1_i1.p1  ORF type:complete len:261 (-),score=61.42 SMED3_DN13653_c0_g1_i1:87-869(-)"	"0.000"	"26.440"	"17"	"5"	"109"	"2"	"260"	"29.7"	"4.93"	"1043"	"5"	""	""	""	""	""	"SMED3_DN13653_c0_g1_i1.p1"	""	""	""	""	"0"	"2.690"	"1.019"	"1.567"	"0.379"	"0.583"	"1.538"	"0.777159157592914"	"0.961283514640981"	"0.994542597638424"	"0.576756550634286"	"0.923523444426297"	"0.909614316125176"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.817155518532574"	"1"	"0.99999999940526"	"6047736.41117156"	"16267844.0177688"	"6164003.4178284"	"9477607.50575256"	"79.46"	"41.15"	"66.32"	"65.82"	"19100976.5"	"4780202.26095909"	"6047736.41117156"	"19749548.6039519"	"7996867.78474979"	"16267844.0177688"	"3706230.15018004"	"10251640.2369546"	""	"15691173.8358146"	""	"5724558.5940852"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"6956843911342790841"	"False"	"High"	"IsMasterProtein"	"SMED3_DN62309_c0_g1_i1.p1"	"SMED3_DN62309_c0_g1~~SMED3_DN62309_c0_g1_i1.p1  ORF type:complete len:135 (-),score=28.39 SMED3_DN62309_c0_g1_i1:79-483(-)"	"0.000"	"23.611"	"32"	"3"	"18"	"3"	"134"	"15.2"	"5.07"	"190"	"3"	"other metabolic processes"	"other membranes;cytosol;mitochondrion;ER/Golgi;other cell component"	"other molecular function"	"Pf00173"	"109672"	"A0A8C6HXF1; mmu:109672; P56395; Q544Z9; SMED3_DN62309_c0_g1_i1.p1"	"ENSMSIG00000024084; ENSMUSG00000024646"	"Cyb5a"	"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane; Vitamin C (ascorbate) metabolism"	"Oxidation by cytochrome P450"	"3"	"0.010"	"0.010"	"2.403"	""	"100.000"	"100.000"	""	""	"0.399359457538381"	""	""	""	""	""	"0.999999999997085"	""	""	""	"6032950.07542997"	""	""	"14499652.8196292"	"138.57"	""	""	"116.28"	"2540461.66666667"	"6032950.07542997"	"55298895.5296472"	""	""	""	""	""	""	"14499652.8196292"	"13949886.4810321"	"101395621.350451"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"888572313982097658"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2897_c0_g1_i3.p1"	"SMED3_DN2897_c0_g1~~SMED3_DN2897_c0_g1_i3.p1  ORF type:complete len:396 (-),score=84.67 SMED3_DN2897_c0_g1_i3:363-1550(-)"	"0.000"	"25.989"	"18"	"7"	"24"	"7"	"395"	"44.2"	"6.58"	"306"	"7"	""	""	""	""	""	"SMED3_DN2897_c0_g1_i3.p1"	""	""	""	""	"0"	"4.035"	"5.583"	"1.073"	"1.384"	"0.266"	"0.192"	"0.000270280679639412"	"4.93590738023242E-05"	"0.808526253428488"	"0.253553547440108"	"0.000639721222013945"	"0.00010025175586581"	"0.0304622224817125"	"0.00263552337617588"	"0.999999999997085"	"0.490658038452176"	"0.0715187745459842"	"0.00513534439354326"	"6025225.7276914"	"24311889.8887454"	"33639352.6875441"	"6463373.57828492"	"28.27"	"18.59"	"30.04"	"11.85"	"3564913.66666667"	"6025225.7276914"	"6264206.13521277"	"24311889.8887454"	"28020445.500756"	"19193428.5695892"	"48328314.5769982"	"27006571.084906"	"33639352.6875441"	"5317755.73379573"	"6670324.03723716"	"6463373.57828492"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"2386668281771401647"	"False"	"High"	"IsMasterProtein"	"SMED3_DN20767_c0_g1_i1.p1"	"SMED3_DN20767_c0_g1~~SMED3_DN20767_c0_g1_i1.p1  ORF type:internal len:379 (-),score=73.62 SMED3_DN20767_c0_g1_i1:1-1134(-)"	"0.000"	"13.687"	"11"	"4"	"10"	"4"	"378"	"41.8"	"6.80"	"108"	"4"	""	""	""	""	""	"SMED3_DN20767_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.199"	"1.326"	"100.000"	"100.000"	"6.649"	""	""	""	""	""	""	""	""	""	""	""	""	"6020322.41101275"	""	"1200757.65407701"	"7983314.09951903"	""	""	""	"90.89"	""	""	"6020322.41101275"	""	""	""	"1200757.65407701"	""	""	""	"3723418.67432881"	"17116878.2202737"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"-3990208365642486269"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5495_c0_g2_i1.p1"	"SMED3_DN5495_c0_g2~~SMED3_DN5495_c0_g2_i1.p1  ORF type:complete len:165 (-),score=38.76 SMED3_DN5495_c0_g2_i1:111-605(-)"	"0.000"	"13.544"	"24"	"3"	"15"	"3"	"164"	"19.3"	"4.92"	"118"	"3"	""	""	""	""	""	"SMED3_DN5495_c0_g2_i1.p1"	""	""	""	""	"0"	"0.635"	"0.010"	"0.745"	"0.010"	"1.173"	"100.000"	"0.99753045339239"	""	"0.959360169081881"	""	"0.938111030144953"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"5983967.92409608"	"3798093.25878275"	""	"4456738.06620038"	"80.19"	"27.61"	""	"75.64"	"580966.5"	"5983967.92409608"	"8379497.52552666"	"2304288.1185164"	"3798093.25878275"	"4013498.85583078"	""	""	""	"532752.318554407"	"4456738.06620038"	"5685981.19242664"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"6337969842303503275"	"False"	"High"	"IsMasterProtein"	"SMED3_DN78668_c0_g1_i1.p1"	"SMED3_DN78668_c0_g1~~SMED3_DN78668_c0_g1_i1.p1  ORF type:internal len:177 (-),score=46.04 SMED3_DN78668_c0_g1_i1:3-530(-)"	"0.000"	"18.132"	"25"	"3"	"35"	"1"	"176"	"19.6"	"5.34"	"270"	"3"	""	""	""	""	""	"SMED3_DN78668_c0_g1_i1.p1"	""	""	""	""	"0"	"1.923"	"1.172"	"2.043"	"0.609"	"1.063"	"1.744"	"0.400550074994621"	"0.710181095179902"	"0.214231177408372"	"0.934972552294138"	"0.957474023146184"	"0.711335155710754"	"0.911532388798596"	"0.99999999991784"	"0.999999999997085"	"0.99999999999253"	"1"	"0.99999999940526"	"5980169"	"11497659.5758858"	"7005889.94455235"	"12220147.9029159"	"52.85"	"37.74"	"19.87"	"28.58"	"5980169"	"2517223.85146803"	"8467727.32952351"	"5369747.28590045"	"11678948.0315345"	"11497659.5758858"	"7005889.94455235"	"9057657.75562407"	"6198159.82093914"	"7425838.07258781"	"13344734.5186268"	"12220147.9029159"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-4023150549700891486"	"False"	"High"	"IsMasterProtein"	"SMED3_DN806_c0_g2_i7.p1"	"SMED3_DN806_c0_g2~~SMED3_DN806_c0_g2_i7.p1  ORF type:complete len:1590 (-),score=396.99 SMED3_DN806_c0_g2_i7:573-5342(-)"	"0.000"	"226.709"	"40"	"54"	"367"	"54"	"1589"	"184.6"	"5.24"	"3185"	"54"	""	""	""	""	""	"SMED3_DN806_c0_g2_i7.p1"	""	""	""	""	"0"	"1.953"	"1.702"	"3.976"	"0.871"	"2.036"	"2.336"	"0.990078094026937"	"0.973923513294514"	"0.984751440339602"	"0.998669073976926"	"0.999957326840936"	"0.999506782721227"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.99999999999253"	"1"	"0.99999999940526"	"5974067.47575815"	"11666998.9831946"	"10167386.5518572"	"23753331.8109208"	"44.79"	"84.68"	"114.63"	"83.12"	"3879868.5"	"5974067.47575815"	"9626744.76913043"	"2230712.19595756"	"11666998.9831946"	"23069217.1031254"	"3288635.84232996"	"31434234.2086885"	""	"1014052.35217236"	"23753331.8109208"	"29208114.8683814"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1110508869462385235"	"False"	"High"	"IsMasterProtein"	"SMED3_DN609_c0_g2_i1.p1"	"SMED3_DN609_c0_g2~~SMED3_DN609_c0_g2_i1.p1  ORF type:complete len:523 (-),score=102.52 SMED3_DN609_c0_g2_i1:162-1700(-)"	"0.000"	"26.003"	"13"	"6"	"48"	"1"	"512"	"55.9"	"6.71"	"480"	"6"	""	""	""	""	""	"SMED3_DN609_c0_g2_i1.p1"	""	""	""	""	"0"	"3.343"	"1.840"	"1.481"	"0.550"	"0.443"	"0.805"	"0.353441744675483"	""	"0.977898271457902"	""	"0.441311980280406"	""	"0.877952959548262"	""	"0.999999999997085"	""	"1"	""	"5974001.13703797"	"19972633.0033654"	"10992932.7048219"	"8844596.86006396"	"107.77"	"11.28"	""	"40.06"	"16257819"	""	"2195170.80275841"	"17106619.3628332"	"19972633.0033654"	"21431334.3801039"	""	"10992932.7048219"	""	"11032332.4535785"	"8844596.86006396"	"4602574.59785702"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"5751004109828574095"	"False"	"High"	"IsMasterProtein"	"SMED3_DN48732_c0_g1_i3.p1"	"SMED3_DN48732_c0_g1~~SMED3_DN48732_c0_g1_i3.p1  ORF type:complete len:744 (-),score=166.01 SMED3_DN48732_c0_g1_i3:131-2362(-)"	"0.000"	"83.624"	"28"	"18"	"161"	"18"	"743"	"82.2"	"7.80"	"1457"	"18"	""	""	""	""	""	"SMED3_DN48732_c0_g1_i3.p1"	""	""	""	""	"0"	"9.830"	"2.164"	"5.543"	"0.220"	"0.564"	"2.562"	"0.0726066142782511"	"0.795003392353089"	"0.307564004537605"	"0.258222414474747"	"0.722692380329635"	"0.775142139755546"	"0.512075084693987"	"0.99999999991784"	"0.999999999997085"	"0.497569242341055"	"1"	"0.99999999940526"	"5972785.98333227"	"58712212.1582397"	"12923773.8385185"	"33104784.2568054"	"118.22"	"20.50"	"78.99"	"49.74"	"33302550.8333333"	"3060413.65387121"	"5972785.98333227"	"44726278.8084245"	"67999761.7417415"	"58712212.1582397"	"12923773.8385185"	"35751449.4901894"	"7816364.8702557"	"46272639.8007107"	"33104784.2568054"	"15075800.1420148"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"4119482693789282159"	"False"	"High"	"IsMasterProtein"	"SMED3_DN153_c0_g1_i6.p1"	"SMED3_DN153_c0_g1~~SMED3_DN153_c0_g1_i6.p1  ORF type:complete len:369 (-),score=73.10 SMED3_DN153_c0_g1_i6:634-1740(-)"	"0.003"	"3.133"	"2"	"1"	"4"	"1"	"368"	"41.7"	"9.54"	"61"	"1"	""	""	""	""	""	"SMED3_DN153_c0_g1_i6.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.757"	""	"100.000"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"5967496.88348844"	""	""	"4517498.02419119"	"71.01"	""	""	""	""	"10365433.6289399"	"3435555.16626143"	""	""	""	""	""	""	""	""	"4517498.02419119"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"-9109203091186185468"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13249_c0_g3_i1.p1"	"SMED3_DN13249_c0_g3~~SMED3_DN13249_c0_g3_i1.p1  ORF type:complete len:313 (-),score=59.83 SMED3_DN13249_c0_g3_i1:49-987(-)"	"0.000"	"4.467"	"7"	"2"	"5"	"2"	"312"	"36.2"	"7.14"	"21"	"2"	""	""	""	""	""	"SMED3_DN13249_c0_g3_i1.p1"	""	""	""	""	"0"	"0.928"	"0.010"	"0.478"	"0.010"	"0.515"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"5961947"	"5532827.83357473"	""	"2850107.84756691"	""	"15.40"	""	""	"5961947"	""	""	"6770279.93630699"	"5532827.83357473"	"5043043.93187987"	""	""	""	"2850107.84756691"	""	""	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
